Transaction ID,Date,Customer ID,Customer Name,Product ID,Product Name,Category,Quantity,Price,Total Amount,Discount,Final Amount,Payment Method,EMI Option,EMI Duration,EMI Monthly Payment,Branch Name
TID00607,05/08/2024,CUST5828,Arjun,PROD944,Dell Inspiron,laptop,4,33637,134548,0.19,108983.88,EMI,Yes,24,4540.99,Kodungalloor
TID00608,10/09/2024,CUST8281,Rajesh,PROD594,Whirlpool Neo Fresh,fridge,2,15885,31770,0.03,30816.9,Debit Card,No,0,0,Kodungalloor
TID00609,19/08/2024,CUST7712,Krishna,PROD182,Samsung CE117,oven,4,20372,81488,0.16,68449.92,Debit Card,No,0,0,Kodungalloor
TID00610,23/09/2024,CUST5092,Rajesh,PROD507,Bosch WAB20267IN,washing machine,5,36857,184285,0.05,175070.75,EMI,Yes,24,7294.61,Kodungalloor
TID00611,17/09/2024,CUST4677,Krishna,PROD410,Havells Turbo,fan,5,11081,55405,0.05,52634.75,Credit Card,No,0,0,Kodungalloor
TID00612,24/09/2024,CUST2770,Devi,PROD117,Samsung Galaxy S22,phone,2,5920,11840,0.05,11248,Credit Card,No,0,0,Kodungalloor
TID00613,24/08/2024,CUST6754,Arjun,PROD571,MacBook Air,laptop,5,40087,200435,0.08,184400.2,Credit Card,No,0,0,Kodungalloor
TID00614,09/08/2024,CUST8053,Arjun,PROD693,Bosch WAB20267IN,washing machine,1,29260,29260,0.03,28382.2,Cash,No,0,0,Kodungalloor
TID00615,20/09/2024,CUST2846,Lekshmi,PROD529,Dell Inspiron,laptop,2,2782,5564,0.06,5230.16,Cash,No,0,0,Kodungalloor
TID00616,27/08/2024,CUST7615,Suraj,PROD164,Samsung QLED,tv,4,21396,85584,0.08,78737.28,Credit Card,No,0,0,Kodungalloor
TID00617,07/09/2024,CUST8951,Devi,PROD980,Whirlpool Neo Fresh,fridge,3,17415,52245,0.15,44408.25,EMI,Yes,6,7401.38,Kodungalloor
TID00618,01/09/2024,CUST9805,Devi,PROD236,OnePlus 10,phone,3,26733,80199,0.1,72179.1,EMI,Yes,24,3007.46,Kodungalloor
TID00619,30/09/2024,CUST1172,Devi,PROD647,LG T70SJSF1Z,washing machine,5,38920,194600,0.19,157626,Credit Card,No,0,0,Kodungalloor
TID00620,11/09/2024,CUST8722,Arjun,PROD802,Whirlpool Neo Fresh,fridge,5,28581,142905,0.16,120040.2,Debit Card,No,0,0,Kodungalloor
TID00621,01/08/2024,CUST9676,Rajesh,PROD718,IFB 30FRC2,oven,5,37224,186120,0.2,148896,Cash,No,0,0,Kodungalloor
TID00622,10/09/2024,CUST1750,Rajesh,PROD304,LG InstaView,fridge,3,16293,48879,0.12,43013.52,Debit Card,No,0,0,Kodungalloor
TID00623,04/09/2024,CUST7538,Lekshmi,PROD190,Whirlpool Neo Fresh,fridge,5,42571,212855,0.08,195826.6,Debit Card,No,0,0,Kodungalloor
TID00624,07/09/2024,CUST8105,Akhil,PROD790,OnePlus 10,phone,1,16264,16264,0.17,13499.12,EMI,Yes,12,1124.93,Kodungalloor
TID00625,01/09/2024,CUST5636,Anjali,PROD101,Samsung Galaxy S22,phone,3,30828,92484,0.17,76761.72,Debit Card,No,0,0,Kodungalloor
TID00626,20/08/2024,CUST6558,Krishna,PROD405,Havells Turbo,fan,5,31899,159495,0.1,143545.5,Credit Card,No,0,0,Kodungalloor
TID00627,10/09/2024,CUST7187,Anand,PROD927,Orient Electric,fan,3,28370,85110,0.1,76599,Cash,No,0,0,Kodungalloor
TID00628,19/09/2024,CUST9807,Arjun,PROD723,Samsung Twin Cooling,fridge,4,11801,47204,0.03,45787.88,Cash,No,0,0,Kodungalloor
TID00629,11/09/2024,CUST9619,Arjun,PROD348,LG OLED,tv,3,36096,108288,0.15,92044.8,Cash,No,0,0,Kodungalloor
TID00630,29/09/2024,CUST4204,Anjali,PROD895,LG MJ3286BFUM,oven,1,1072,1072,0.01,1061.28,Credit Card,No,0,0,Kodungalloor
TID00631,31/08/2024,CUST5470,Anand,PROD573,Havells Turbo,fan,2,43973,87946,0.16,73874.64,EMI,Yes,6,12312.44,Kodungalloor
TID00632,02/09/2024,CUST8619,Krishna,PROD527,Sony Bravia,tv,4,21641,86564,0.13,75310.68,Credit Card,No,0,0,Kodungalloor
TID00633,24/09/2024,CUST7203,Anjali,PROD344,Bajaj Esteem,fan,1,49945,49945,0.15,42453.25,Debit Card,No,0,0,Kodungalloor
TID00634,16/09/2024,CUST7490,Anjali,PROD910,LG T70SJSF1Z,washing machine,1,41009,41009,0.1,36908.1,EMI,Yes,12,3075.67,Kodungalloor
TID00635,24/09/2024,CUST5520,Rajesh,PROD613,Samsung Twin Cooling,fridge,1,13049,13049,0.05,12396.55,EMI,Yes,18,688.7,Kodungalloor
TID00636,07/09/2024,CUST6859,Krishna,PROD681,Samsung CE117,oven,2,40664,81328,0.15,69128.8,Credit Card,No,0,0,Kodungalloor
TID00637,27/09/2024,CUST6449,Krishna,PROD740,Sony Bravia,tv,4,44806,179224,0.2,143379.2,Debit Card,No,0,0,Kodungalloor
TID00638,28/09/2024,CUST8845,Rajesh,PROD788,Samsung Twin Cooling,fridge,5,1679,8395,0.14,7219.7,Cash,No,0,0,Kodungalloor
TID00639,28/08/2024,CUST2243,Suraj,PROD152,Samsung Twin Cooling,fridge,1,9716,9716,0.13,8452.92,Debit Card,No,0,0,Kodungalloor
TID00640,13/08/2024,CUST3350,Sreeja,PROD311,Samsung Twin Cooling,fridge,2,45690,91380,0.08,84069.6,Debit Card,No,0,0,Kodungalloor
TID00641,22/09/2024,CUST5623,Arjun,PROD604,Samsung QLED,tv,2,2851,5702,0.07,5302.86,Credit Card,No,0,0,Kodungalloor
TID00642,20/08/2024,CUST5041,Arjun,PROD305,Samsung CE117,oven,5,31458,157290,0.05,149425.5,EMI,Yes,6,24904.25,Kodungalloor
TID00643,16/09/2024,CUST5766,Krishna,PROD912,Bajaj Esteem,fan,1,31153,31153,0.08,28660.76,Cash,No,0,0,Kodungalloor
TID00644,11/09/2024,CUST7299,Anand,PROD264,Havells Turbo,fan,1,3531,3531,0.01,3495.69,Credit Card,No,0,0,Kodungalloor
TID00645,18/08/2024,CUST4422,Suraj,PROD832,LG MJ3286BFUM,oven,4,13450,53800,0.11,47882,Debit Card,No,0,0,Kodungalloor
TID00646,02/08/2024,CUST8650,Sreeja,PROD903,OnePlus 10,phone,2,13035,26070,0.15,22159.5,Credit Card,No,0,0,Kodungalloor
TID00647,30/09/2024,CUST9204,Devi,PROD624,Samsung Twin Cooling,fridge,2,6858,13716,0.18,11247.12,EMI,Yes,6,1874.52,Kodungalloor
TID00648,18/09/2024,CUST9227,Krishna,PROD946,Dell Inspiron,laptop,2,24269,48538,0.08,44654.96,EMI,Yes,12,3721.25,Kodungalloor
TID00649,14/09/2024,CUST9144,Krishna,PROD942,Samsung CE117,oven,3,43218,129654,0.09,117985.14,Credit Card,No,0,0,Kodungalloor
TID00650,13/09/2024,CUST5413,Krishna,PROD717,LG OLED,tv,4,12197,48788,0.04,46836.48,Credit Card,No,0,0,Kodungalloor
TID00651,11/08/2024,CUST4242,Lekshmi,PROD851,IFB 30FRC2,oven,4,37747,150988,0.14,129849.68,Debit Card,No,0,0,Kodungalloor
TID00652,24/08/2024,CUST9609,Rajesh,PROD655,Samsung CE117,oven,1,8746,8746,0.11,7783.94,Debit Card,No,0,0,Kodungalloor
TID00653,04/08/2024,CUST9638,Rajesh,PROD681,Dell Inspiron,laptop,2,26126,52252,0.01,51729.48,Cash,No,0,0,Kodungalloor
TID00654,12/08/2024,CUST2823,Sreeja,PROD347,MacBook Air,laptop,1,9978,9978,0.05,9479.1,Cash,No,0,0,Kodungalloor
TID00655,24/08/2024,CUST3300,Rajesh,PROD739,Whirlpool Neo Fresh,fridge,3,34547,103641,0.16,87058.44,Cash,No,0,0,Kodungalloor
TID00656,28/08/2024,CUST4800,Anand,PROD334,Samsung CE117,oven,2,18345,36690,0.06,34488.6,EMI,Yes,18,1916.03,Kodungalloor
TID00657,24/09/2024,CUST3451,Suraj,PROD396,Samsung QLED,tv,3,44961,134883,0.17,111952.89,Credit Card,No,0,0,Kodungalloor
TID00658,26/08/2024,CUST5230,Suraj,PROD248,Samsung WT75,washing machine,5,8995,44975,0.09,40927.25,Debit Card,No,0,0,Kodungalloor
TID00659,22/08/2024,CUST1857,Suraj,PROD412,Sony Bravia,tv,3,34204,102612,0.1,92350.8,Debit Card,No,0,0,Kodungalloor
TID00660,07/09/2024,CUST8839,Suraj,PROD587,Samsung CE117,oven,3,46564,139692,0.16,117341.28,Credit Card,No,0,0,Kodungalloor
TID00661,06/09/2024,CUST9039,Anand,PROD250,Havells Turbo,fan,2,24037,48074,0.14,41343.64,Credit Card,No,0,0,Kodungalloor
TID00662,27/08/2024,CUST1753,Devi,PROD615,Sony Bravia,tv,3,7930,23790,0.06,22362.6,Credit Card,No,0,0,Kodungalloor
TID00663,12/08/2024,CUST9684,Devi,PROD537,IFB 30FRC2,oven,5,41005,205025,0.19,166070.25,Cash,No,0,0,Kodungalloor
TID00664,29/08/2024,CUST4763,Anjali,PROD278,Samsung QLED,tv,2,34200,68400,0.13,59508,Credit Card,No,0,0,Kodungalloor
TID00665,07/09/2024,CUST6868,Sreeja,PROD107,Dell Inspiron,laptop,1,31510,31510,0.16,26468.4,Cash,No,0,0,Kodungalloor
TID00666,08/08/2024,CUST1226,Arjun,PROD421,HP Pavilion,laptop,4,25963,103852,0.17,86197.16,Cash,No,0,0,Kodungalloor
TID00667,31/08/2024,CUST1293,Anand,PROD799,LG OLED,tv,2,29176,58352,0.11,51933.28,Credit Card,No,0,0,Kodungalloor
TID00668,22/08/2024,CUST7217,Anjali,PROD269,OnePlus 10,phone,1,20783,20783,0.2,16626.4,Cash,No,0,0,Kodungalloor
TID00669,06/09/2024,CUST7985,Devi,PROD904,Dell Inspiron,laptop,4,8021,32084,0.06,30158.96,Debit Card,No,0,0,Kodungalloor
TID00670,13/08/2024,CUST5406,Lekshmi,PROD841,LG T70SJSF1Z,washing machine,3,39858,119574,0.15,101637.9,Debit Card,No,0,0,Kodungalloor
TID00671,29/09/2024,CUST3551,Krishna,PROD730,MacBook Air,laptop,2,5848,11696,0.14,10058.56,Credit Card,No,0,0,Kodungalloor
TID00672,28/09/2024,CUST2484,Sreeja,PROD885,MacBook Air,laptop,3,21952,65856,0.09,59928.96,Debit Card,No,0,0,Kodungalloor
TID00673,02/08/2024,CUST3862,Akhil,PROD583,LG InstaView,fridge,4,30576,122304,0.03,118634.88,Credit Card,No,0,0,Kodungalloor
TID00674,09/09/2024,CUST6584,Akhil,PROD289,Samsung Galaxy S22,phone,4,24886,99544,0.19,80630.64,Cash,No,0,0,Kodungalloor
TID00675,06/08/2024,CUST5090,Arjun,PROD904,Samsung WT75,washing machine,4,22305,89220,0.08,82082.4,EMI,Yes,24,3420.1,Kodungalloor
TID00676,05/08/2024,CUST8437,Devi,PROD607,Orient Electric,fan,5,7130,35650,0.01,35293.5,Credit Card,No,0,0,Kodungalloor
TID00677,30/09/2024,CUST1093,Sreeja,PROD996,Whirlpool Neo Fresh,fridge,4,13868,55472,0.14,47705.92,Credit Card,No,0,0,Kodungalloor
TID00678,19/09/2024,CUST2779,Krishna,PROD984,MacBook Air,laptop,4,37248,148992,0.07,138562.56,Cash,No,0,0,Kodungalloor
TID00679,15/08/2024,CUST3907,Sreeja,PROD137,OnePlus 10,phone,5,28321,141605,0.13,123196.35,EMI,Yes,12,10266.36,Kodungalloor
TID00680,30/09/2024,CUST5702,Devi,PROD495,LG InstaView,fridge,4,44688,178752,0.08,164451.84,Cash,No,0,0,Kodungalloor
TID00681,08/09/2024,CUST5712,Rajesh,PROD884,iPhone 14,phone,4,19355,77420,0.04,74323.2,Credit Card,No,0,0,Kodungalloor
TID00682,09/08/2024,CUST8529,Akhil,PROD841,LG MJ3286BFUM,oven,4,22521,90084,0.1,81075.6,Cash,No,0,0,Kodungalloor
TID00683,09/09/2024,CUST1257,Anjali,PROD422,LG InstaView,fridge,3,6950,20850,0.13,18139.5,Debit Card,No,0,0,Kodungalloor
TID00684,11/09/2024,CUST1765,Devi,PROD914,Samsung CE117,oven,3,18356,55068,0.19,44605.08,Credit Card,No,0,0,Kodungalloor
TID00685,28/08/2024,CUST6524,Sreeja,PROD253,Orient Electric,fan,4,36600,146400,0.14,125904,Credit Card,No,0,0,Kodungalloor
TID00686,05/09/2024,CUST4468,Devi,PROD999,LG InstaView,fridge,1,43665,43665,0.03,42355.05,Debit Card,No,0,0,Kodungalloor
TID00687,16/08/2024,CUST7837,Devi,PROD995,Samsung Galaxy S22,phone,1,41163,41163,0.13,35811.81,EMI,Yes,6,5968.63,Kodungalloor
TID00688,04/08/2024,CUST7078,Suraj,PROD155,LG MJ3286BFUM,oven,3,3048,9144,0.16,7680.96,Debit Card,No,0,0,Kodungalloor
TID00689,28/09/2024,CUST1111,Krishna,PROD490,Bosch WAB20267IN,washing machine,2,40901,81802,0.19,66259.62,EMI,Yes,12,5521.64,Kodungalloor
TID00690,23/09/2024,CUST2460,Rajesh,PROD265,Samsung CE117,oven,3,14811,44433,0.13,38656.71,Cash,No,0,0,Kodungalloor
TID00691,19/09/2024,CUST6679,Arjun,PROD270,Bosch WAB20267IN,washing machine,2,2496,4992,0.16,4193.28,EMI,Yes,18,232.96,Kodungalloor
TID00692,23/09/2024,CUST6513,Anjali,PROD777,Samsung WT75,washing machine,2,41250,82500,0.13,71775,EMI,Yes,12,5981.25,Kodungalloor
TID00693,03/09/2024,CUST9180,Anand,PROD873,Orient Electric,fan,2,32394,64788,0.13,56365.56,EMI,Yes,24,2348.57,Kodungalloor
TID00694,03/09/2024,CUST3904,Lekshmi,PROD381,Dell Inspiron,laptop,1,21567,21567,0.09,19625.97,Credit Card,No,0,0,Kodungalloor
TID00695,09/08/2024,CUST8874,Krishna,PROD202,HP Pavilion,laptop,5,42079,210395,0.19,170419.95,EMI,Yes,12,14201.66,Kodungalloor
TID00696,25/08/2024,CUST9789,Sreeja,PROD799,IFB 30FRC2,oven,1,48153,48153,0.04,46226.88,EMI,Yes,24,1926.12,Kodungalloor
TID00697,26/09/2024,CUST6749,Arjun,PROD833,Samsung Twin Cooling,fridge,3,32815,98445,0.19,79740.45,Credit Card,No,0,0,Kodungalloor
TID00698,27/09/2024,CUST4162,Krishna,PROD249,LG OLED,tv,3,32232,96696,0.01,95729.04,Credit Card,No,0,0,Kodungalloor
TID00699,25/08/2024,CUST5999,Anand,PROD553,LG InstaView,fridge,3,33934,101802,0.09,92639.82,EMI,Yes,24,3859.99,Kodungalloor
TID00700,03/09/2024,CUST5995,Anand,PROD510,Sony Bravia,tv,3,25152,75456,0.13,65646.72,Cash,No,0,0,Kodungalloor
TID00701,07/08/2024,CUST9367,Suraj,PROD689,iPhone 14,phone,4,12496,49984,0.04,47984.64,Debit Card,No,0,0,Kodungalloor
TID00702,06/09/2024,CUST6643,Akhil,PROD262,iPhone 14,phone,1,1023,1023,0.11,910.47,Cash,No,0,0,Kodungalloor
TID00703,06/09/2024,CUST4799,Krishna,PROD397,LG T70SJSF1Z,washing machine,2,40316,80632,0.08,74181.44,Debit Card,No,0,0,Kodungalloor
TID00704,25/09/2024,CUST9848,Sreeja,PROD133,HP Pavilion,laptop,2,26231,52462,0.01,51937.38,Debit Card,No,0,0,Kodungalloor
TID00705,04/08/2024,CUST4571,Lekshmi,PROD687,Samsung WT75,washing machine,5,25782,128910,0.19,104417.1,Cash,No,0,0,Kodungalloor
TID00706,01/09/2024,CUST2407,Anand,PROD132,OnePlus 10,phone,4,29816,119264,0.15,101374.4,Cash,No,0,0,Kodungalloor
TID00707,05/09/2024,CUST4313,Lekshmi,PROD999,MacBook Air,laptop,3,36366,109098,0.15,92733.3,Credit Card,No,0,0,Kodungalloor
TID00708,04/09/2024,CUST1016,Anand,PROD277,iPhone 14,phone,5,35446,177230,0.09,161279.3,EMI,Yes,6,26879.88,Kodungalloor
TID00709,07/09/2024,CUST3369,Devi,PROD997,MacBook Air,laptop,1,29481,29481,0.14,25353.66,Debit Card,No,0,0,Kodungalloor
TID00710,11/09/2024,CUST4400,Arjun,PROD351,Samsung Twin Cooling,fridge,3,3107,9321,0.01,9227.79,Cash,No,0,0,Kodungalloor
TID00711,21/08/2024,CUST3165,Devi,PROD455,Whirlpool Neo Fresh,fridge,3,31337,94011,0.02,92130.78,EMI,Yes,6,15355.13,Kodungalloor
TID00712,18/08/2024,CUST5922,Suraj,PROD961,Bosch WAB20267IN,washing machine,2,30523,61046,0.16,51278.64,EMI,Yes,24,2136.61,Kodungalloor
TID00713,24/09/2024,CUST7176,Lekshmi,PROD586,Samsung QLED,tv,3,9182,27546,0.13,23965.02,Cash,No,0,0,Kodungalloor
TID00714,10/09/2024,CUST6691,Sreeja,PROD301,LG OLED,tv,2,49334,98668,0.07,91761.24,Debit Card,No,0,0,Kodungalloor
TID00715,17/09/2024,CUST2303,Rajesh,PROD513,Bosch WAB20267IN,washing machine,4,36361,145444,0,145444,Debit Card,No,0,0,Kodungalloor
TID00716,22/08/2024,CUST1647,Suraj,PROD695,LG MJ3286BFUM,oven,5,40617,203085,0.12,178714.8,Cash,No,0,0,Kodungalloor
TID00717,24/09/2024,CUST9448,Sreeja,PROD479,Samsung Twin Cooling,fridge,1,28165,28165,0.07,26193.45,Credit Card,No,0,0,Kodungalloor
TID00718,22/08/2024,CUST3924,Rajesh,PROD377,Bosch WAB20267IN,washing machine,3,1120,3360,0.11,2990.4,EMI,Yes,24,124.6,Kodungalloor
TID00719,19/09/2024,CUST7712,Suraj,PROD290,LG InstaView,fridge,1,44952,44952,0.18,36860.64,Credit Card,No,0,0,Kodungalloor
TID00720,28/08/2024,CUST3822,Suraj,PROD503,LG OLED,tv,5,17807,89035,0.07,82802.55,Credit Card,No,0,0,Kodungalloor
TID00721,26/08/2024,CUST5842,Rajesh,PROD396,Bosch WAB20267IN,washing machine,3,14452,43356,0.13,37719.72,Credit Card,No,0,0,Kodungalloor
TID00722,28/08/2024,CUST2213,Suraj,PROD300,Samsung CE117,oven,4,12867,51468,0.08,47350.56,Credit Card,No,0,0,Kodungalloor
TID00723,13/09/2024,CUST3736,Akhil,PROD361,HP Pavilion,laptop,4,31924,127696,0.1,114926.4,EMI,Yes,24,4788.6,Kodungalloor
TID00724,18/08/2024,CUST3439,Sreeja,PROD752,LG T70SJSF1Z,washing machine,2,18919,37838,0.06,35567.72,Debit Card,No,0,0,Kodungalloor
TID00725,04/08/2024,CUST5145,Arjun,PROD701,Havells Turbo,fan,5,22860,114300,0.02,112014,EMI,Yes,24,4667.25,Kodungalloor
TID00726,29/09/2024,CUST4783,Rajesh,PROD530,Samsung Galaxy S22,phone,5,24313,121565,0.19,98467.65,Debit Card,No,0,0,Kodungalloor
TID00727,22/09/2024,CUST6139,Rajesh,PROD687,Samsung Galaxy S22,phone,3,20136,60408,0.03,58595.76,EMI,Yes,6,9765.96,Kodungalloor
TID00728,25/08/2024,CUST7089,Akhil,PROD148,Samsung WT75,washing machine,4,47499,189996,0.1,170996.4,EMI,Yes,6,28499.4,Kodungalloor
TID00729,04/09/2024,CUST7216,Rajesh,PROD865,LG MJ3286BFUM,oven,2,41125,82250,0.13,71557.5,EMI,Yes,6,11926.25,Kodungalloor
TID00730,20/09/2024,CUST8071,Krishna,PROD905,Samsung WT75,washing machine,4,38481,153924,0.15,130835.4,Credit Card,No,0,0,Kodungalloor
TID00731,04/09/2024,CUST2522,Devi,PROD700,Samsung QLED,tv,2,18587,37174,0.15,31597.9,Cash,No,0,0,Kodungalloor
TID00732,17/09/2024,CUST5801,Anjali,PROD736,IFB 30FRC2,oven,5,16512,82560,0.15,70176,Credit Card,No,0,0,Kodungalloor
TID00733,08/08/2024,CUST9184,Krishna,PROD400,Samsung QLED,tv,2,23553,47106,0.15,40040.1,Credit Card,No,0,0,Kodungalloor
TID00734,27/08/2024,CUST6443,Suraj,PROD293,OnePlus 10,phone,2,17691,35382,0.05,33612.9,EMI,Yes,24,1400.54,Kodungalloor
TID00735,25/09/2024,CUST2235,Rajesh,PROD150,LG InstaView,fridge,4,15387,61548,0.18,50469.36,Credit Card,No,0,0,Kodungalloor
TID00736,03/09/2024,CUST4826,Anjali,PROD981,Bajaj Esteem,fan,4,9661,38644,0.15,32847.4,Credit Card,No,0,0,Kodungalloor
TID00737,15/08/2024,CUST4805,Lekshmi,PROD818,iPhone 14,phone,4,44785,179140,0.04,171974.4,Credit Card,No,0,0,Kodungalloor
TID00738,10/09/2024,CUST7932,Anand,PROD467,Samsung Twin Cooling,fridge,3,7101,21303,0.19,17255.43,Cash,No,0,0,Kodungalloor
TID00739,06/08/2024,CUST6701,Akhil,PROD119,Whirlpool Neo Fresh,fridge,1,45024,45024,0.16,37820.16,EMI,Yes,24,1575.84,Kodungalloor
TID00740,10/08/2024,CUST6194,Rajesh,PROD361,Samsung QLED,tv,2,16491,32982,0.2,26385.6,Debit Card,No,0,0,Kodungalloor
TID00741,24/08/2024,CUST5657,Sreeja,PROD448,Samsung CE117,oven,5,33938,169690,0.07,157811.7,Debit Card,No,0,0,Kodungalloor
TID00742,04/09/2024,CUST6146,Suraj,PROD433,Whirlpool Neo Fresh,fridge,2,40754,81508,0.19,66021.48,Cash,No,0,0,Kodungalloor
TID00743,20/09/2024,CUST2870,Arjun,PROD337,Dell Inspiron,laptop,1,40478,40478,0.01,40073.22,Cash,No,0,0,Kodungalloor
TID00744,15/08/2024,CUST2448,Suraj,PROD754,Sony Bravia,tv,5,44935,224675,0.11,199960.75,Cash,No,0,0,Kodungalloor
TID00745,01/08/2024,CUST9924,Arjun,PROD729,Samsung WT75,washing machine,1,2710,2710,0.13,2357.7,Debit Card,No,0,0,Kodungalloor
TID00746,13/09/2024,CUST1171,Rajesh,PROD895,LG InstaView,fridge,5,19706,98530,0.16,82765.2,Credit Card,No,0,0,Kodungalloor
TID00747,06/08/2024,CUST9073,Rajesh,PROD292,Samsung Galaxy S22,phone,2,16415,32830,0.16,27577.2,Cash,No,0,0,Kodungalloor
TID00748,04/08/2024,CUST1675,Anjali,PROD167,LG T70SJSF1Z,washing machine,5,21500,107500,0.06,101050,Cash,No,0,0,Kodungalloor
TID00749,24/08/2024,CUST6517,Rajesh,PROD390,Havells Turbo,fan,1,33220,33220,0.02,32555.6,Debit Card,No,0,0,Kodungalloor
TID00750,10/09/2024,CUST1470,Akhil,PROD470,IFB 30FRC2,oven,4,38466,153864,0.1,138477.6,EMI,Yes,18,7693.2,Kodungalloor
TID00751,27/08/2024,CUST3772,Devi,PROD968,Havells Turbo,fan,4,9125,36500,0.16,30660,Cash,No,0,0,Kodungalloor
TID00752,25/08/2024,CUST8687,Lekshmi,PROD879,LG OLED,tv,5,30443,152215,0.03,147648.55,Debit Card,No,0,0,Kodungalloor
TID00753,22/09/2024,CUST5909,Krishna,PROD131,Dell Inspiron,laptop,4,19770,79080,0.02,77498.4,Debit Card,No,0,0,Kodungalloor
TID00754,17/08/2024,CUST2027,Rajesh,PROD658,LG InstaView,fridge,5,11030,55150,0.17,45774.5,Cash,No,0,0,Kodungalloor
TID00755,12/08/2024,CUST8681,Anand,PROD763,LG MJ3286BFUM,oven,3,12530,37590,0.12,33079.2,Cash,No,0,0,Kodungalloor
TID00756,08/09/2024,CUST3326,Rajesh,PROD717,LG MJ3286BFUM,oven,1,18293,18293,0.11,16280.77,EMI,Yes,24,678.37,Kodungalloor
TID00757,22/08/2024,CUST7856,Anand,PROD973,HP Pavilion,laptop,1,42557,42557,0.17,35322.31,Credit Card,No,0,0,Kodungalloor
TID00758,15/09/2024,CUST2709,Anand,PROD128,iPhone 14,phone,5,33105,165525,0.18,135730.5,EMI,Yes,6,22621.75,Kodungalloor
TID00759,06/09/2024,CUST3521,Arjun,PROD136,Bajaj Esteem,fan,4,4786,19144,0.13,16655.28,EMI,Yes,24,693.97,Kodungalloor
TID00760,13/09/2024,CUST8727,Sreeja,PROD983,Dell Inspiron,laptop,4,44728,178912,0.15,152075.2,Credit Card,No,0,0,Kodungalloor
TID00761,01/09/2024,CUST9015,Anjali,PROD568,MacBook Air,laptop,5,7206,36030,0.02,35309.4,Cash,No,0,0,Kodungalloor
TID00762,14/09/2024,CUST7561,Akhil,PROD538,LG MJ3286BFUM,oven,3,1733,5199,0.13,4523.13,EMI,Yes,24,188.46,Kodungalloor
TID00763,25/08/2024,CUST4126,Sreeja,PROD728,IFB 30FRC2,oven,1,25981,25981,0.17,21564.23,Credit Card,No,0,0,Kodungalloor
TID00764,12/09/2024,CUST5301,Arjun,PROD366,Dell Inspiron,laptop,1,33181,33181,0.08,30526.52,Cash,No,0,0,Kodungalloor
TID00765,05/09/2024,CUST8440,Lekshmi,PROD758,LG T70SJSF1Z,washing machine,2,6241,12482,0.11,11108.98,EMI,Yes,18,617.17,Kodungalloor
TID00766,21/09/2024,CUST1880,Rajesh,PROD803,Sony Bravia,tv,3,30788,92364,0.18,75738.48,Cash,No,0,0,Kodungalloor
TID00767,20/09/2024,CUST5356,Anand,PROD278,Dell Inspiron,laptop,1,23772,23772,0.18,19493.04,Debit Card,No,0,0,Kodungalloor
TID00768,30/08/2024,CUST7936,Anjali,PROD333,Orient Electric,fan,3,3649,10947,0.08,10071.24,EMI,Yes,18,559.51,Kodungalloor
TID00769,14/08/2024,CUST3574,Anand,PROD636,Samsung WT75,washing machine,5,8251,41255,0.17,34241.65,Cash,No,0,0,Kodungalloor
TID00770,08/09/2024,CUST8194,Arjun,PROD167,LG T70SJSF1Z,washing machine,2,17012,34024,0.06,31982.56,Debit Card,No,0,0,Kodungalloor
TID00771,21/09/2024,CUST2335,Lekshmi,PROD149,Samsung QLED,tv,5,23281,116405,0.08,107092.6,EMI,Yes,12,8924.38,Kodungalloor
TID00772,07/09/2024,CUST1999,Rajesh,PROD119,Orient Electric,fan,1,3385,3385,0,3385,Credit Card,No,0,0,Kodungalloor
TID00773,22/08/2024,CUST4505,Anand,PROD471,LG InstaView,fridge,2,44233,88466,0.02,86696.68,Credit Card,No,0,0,Kodungalloor
TID00774,18/08/2024,CUST8988,Anand,PROD920,Bajaj Esteem,fan,5,24741,123705,0.18,101438.1,Credit Card,No,0,0,Kodungalloor
TID00775,05/08/2024,CUST4195,Suraj,PROD152,MacBook Air,laptop,2,16723,33446,0.18,27425.72,EMI,Yes,18,1523.65,Kodungalloor
TID00776,06/09/2024,CUST7991,Akhil,PROD709,Whirlpool Neo Fresh,fridge,2,22786,45572,0.09,41470.52,Credit Card,No,0,0,Kodungalloor
TID00777,30/09/2024,CUST2004,Lekshmi,PROD637,Dell Inspiron,laptop,2,25013,50026,0.14,43022.36,Cash,No,0,0,Kodungalloor
TID00778,05/08/2024,CUST5675,Arjun,PROD215,Samsung CE117,oven,2,15998,31996,0.14,27516.56,Debit Card,No,0,0,Kodungalloor
TID00779,22/09/2024,CUST3694,Anjali,PROD301,OnePlus 10,phone,1,23006,23006,0.01,22775.94,Debit Card,No,0,0,Kodungalloor
TID00780,22/09/2024,CUST2132,Akhil,PROD806,Samsung Galaxy S22,phone,2,40956,81912,0.2,65529.6,Cash,No,0,0,Kodungalloor
TID00781,27/09/2024,CUST7023,Akhil,PROD862,Samsung QLED,tv,1,24343,24343,0.09,22152.13,Credit Card,No,0,0,Kodungalloor
TID00782,01/08/2024,CUST5832,Lekshmi,PROD706,Bajaj Esteem,fan,2,33150,66300,0.09,60333,Debit Card,No,0,0,Kodungalloor
TID00783,22/08/2024,CUST7715,Arjun,PROD596,Dell Inspiron,laptop,5,38465,192325,0.12,169246,Credit Card,No,0,0,Kodungalloor
TID00784,02/08/2024,CUST3344,Suraj,PROD611,LG T70SJSF1Z,washing machine,1,27088,27088,0.06,25462.72,EMI,Yes,24,1060.95,Kodungalloor
